0.049999999999999996, DHET
0.26, DHET
0.51, TRA
0.62, KA
0.72, DHET
0.97, TAA
1.07, GE
1.31, DA
1.43, DHA
1.69, DHA
1.92, DHA
2.1700000000000004, DHA
2.4200000000000004, GHE
2.49, TI
2.6100000000000003, RA
2.6700000000000004, KI
2.72, TA
2.7800000000000002, TA
2.85, KA
2.8800000000000003, TAA
2.99, TI
3.0400000000000005, RA
3.1, KI
3.2, TA
3.2500000000000004, TA
3.33, KA
3.39, TAA
3.4600000000000004, TI
3.5000000000000004, RA
3.5900000000000003, KI
3.7800000000000002, TA
3.8800000000000003, TA
3.99, KA
4.1000000000000005, KE
4.12, TRA
4.17, KA
4.19, DHI
4.220000000000001, KI
4.33, TA
4.44, KA
4.550000000000001, TA
4.66, KE
4.78, TRA
4.890000000000001, KA
5.010000000000001, DHI
5.12, KI
5.220000000000001, TA
5.33, KA
5.44, TA
5.550000000000001, KE
5.67, TRA
5.760000000000001, KA
5.87, DHI
5.98, KI
6.08, TA
6.19, KA
6.29, TA
6.42, GA
6.5200000000000005, DI
6.65, GA
6.74, NA
6.8500000000000005, NA
6.96, GE
7.07, TI
7.17, TA
7.29, DHA
7.430000000000001, GE
7.5200000000000005, TI
7.62, TA
7.74, TAA
7.86, GE
7.95, TI
8.07, TA
8.200000000000001, DHA
8.3, GE
8.41, TI
8.530000000000001, TA
8.66, TAA
8.75, GE
8.89, TI
9.0, TA
9.07, KDA
9.21, DHI
9.31, KI
9.41, TA
9.540000000000001, DHA
9.66, GE
9.77, TI
9.870000000000001, TA
9.96, KDA
10.09, DHI
10.18, KI
10.290000000000001, TA
10.41, DHA
10.55, GE
10.63, TI
10.71, TA
10.84, GHI
11.06, TAA
11.15, DI
11.39, NA
11.530000000000001, GHI
11.73, TAA
11.83, DI
12.07, NA
12.17, DHET
12.4, TAA
12.66, TRA
12.770000000000001, KA
12.860000000000001, DHET
13.1, TAA
13.18, GE
13.38, DA
13.51, DHA
13.74, TIT
13.99, DHA
14.49, TRA
14.6, KA
14.690000000000001, DHET
14.93, TAA
15.01, GE
15.25, DA
15.35, DHET
15.58, TAA
15.66, GE
15.89, DA
16.0, DHET
