0.04, DHA
0.33, GHI
0.45, DA
0.57, NA
0.8200000000000001, GA
0.98, TA
1.12, GA
1.19, GHI
1.25, DI
1.54, NA
1.69, DHA
1.86, GE
1.98, TI
2.1100000000000003, TA
2.2600000000000002, GHI
2.4000000000000004, DA
2.5300000000000002, NA
2.7, GA
2.8600000000000003, DHIN
2.9800000000000004, NA
3.1, TA
3.2500000000000004, KA
3.4200000000000004, TAA
3.5700000000000003, KE
3.7600000000000002, TI
3.9000000000000004, RA
4.04, KI
4.180000000000001, TA
4.33, TA
4.48, KA
4.63, TI
4.78, TA
4.930000000000001, KI
5.0600000000000005, TA
5.2, TA
5.340000000000001, KA
5.49, TAA
5.640000000000001, KE
5.78, TI
5.930000000000001, RA
6.0600000000000005, KI
6.180000000000001, TA
6.36, GHI
6.48, DI
6.94, NA
7.07, DHA
7.23, GE
7.380000000000001, TI
7.510000000000001, RA
7.630000000000001, KI
7.78, TA
7.920000000000001, GHI
7.99, DI
8.41, NA
8.55, DHA
8.690000000000001, GE
8.82, TI
8.96, RA
9.09, KI
9.22, TA
9.39, GHI
9.52, DA
9.67, NA
9.83, GA
10.0, DHE
10.110000000000001, RE
10.27, DHE
10.38, RE
10.57, GHI
10.690000000000001, DA
10.82, NA
11.0, GA
11.17, DHE
11.26, RE
11.41, DHE
11.55, RE
11.73, GHI
11.860000000000001, DA
11.99, NA
12.16, GA
12.3, DHIN
12.42, NA
12.57, TA
12.71, KA
12.85, TAA
13.01, KE
13.16, TI
13.3, RA
13.440000000000001, KI
13.57, TA
13.700000000000001, TA
13.85, KA
14.0, TI
14.15, RA
14.280000000000001, KI
14.41, TA
14.540000000000001, TA
14.68, GA
14.83, TAA
14.97, GE
15.110000000000001, TI
15.24, RA
15.38, KI
15.530000000000001, TA
15.67, GHI
15.81, DI
16.18, NA
16.31, DHA
16.459999999999997, GE
16.61, TI
16.74, RA
16.869999999999997, KI
17.009999999999998, TA
17.16, GHI
17.259999999999998, DI
17.599999999999998, NA
17.74, DHA
17.89, GE
18.04, TI
18.169999999999998, RA
18.299999999999997, KI
18.43, TA
18.58, TAA
18.869999999999997, KI
18.99, DA
19.13, NA
19.25, KA
19.41, TA
19.529999999999998, KA
19.7, KI
19.83, DI
20.189999999999998, NA
20.33, TA
20.47, KE
20.63, TI
20.759999999999998, TA
20.9, KI
21.029999999999998, DA
21.15, NA
21.299999999999997, KA
21.439999999999998, KI
21.57, NA
21.7, TA
21.84, KA
21.98, TAA
22.13, KE
22.27, TI
22.41, RA
22.54, KI
22.669999999999998, TA
22.82, TA
22.959999999999997, KA
23.099999999999998, TI
23.24, TA
23.38, KI
23.5, TA
23.65, TA
23.77, KA
23.93, TAA
24.07, KE
24.209999999999997, TI
24.349999999999998, RA
24.47, KI
24.59, TA
24.759999999999998, GHI
24.89, DI
25.279999999999998, NA
25.419999999999998, DHA
25.58, GE
25.709999999999997, TI
25.84, RA
25.959999999999997, KI
26.099999999999998, TA
26.24, GHI
26.36, DI
26.689999999999998, NA
26.83, DHA
26.99, GE
27.119999999999997, TI
27.259999999999998, RA
27.39, KI
27.509999999999998, TA
27.68, GHI
27.8, DA
27.95, NA
28.11, GA
28.23, DHE
28.38, RE
28.529999999999998, DHE
28.64, RE
28.81, GHI
28.939999999999998, DA
29.07, NA
29.22, GA
29.38, DHE
29.47, RE
29.619999999999997, DHE
29.74, RE
29.919999999999998, GHI
30.029999999999998, DA
30.169999999999998, NA
30.33, GA
30.47, DHIN
30.599999999999998, NA
30.73, TA
30.869999999999997, KA
31.009999999999998, TAA
31.16, KE
31.3, TI
31.43, RA
31.56, KI
31.689999999999998, TA
31.81, TA
31.96, KA
32.1, TI
32.24, RA
32.370000000000005, KI
32.49, TA
32.620000000000005, TA
32.760000000000005, GA
32.900000000000006, TAA
33.04, GE
33.17, TI
33.31, RA
33.43, KI
33.550000000000004, TA
33.71, GHI
33.84, DI
34.21, NA
34.36, DHA
34.510000000000005, GE
34.64, TI
