0.060000000000000005, DHA
0.22999999999999998, GE
0.35, TA
0.48, TIT
0.96, DHA
1.12, GE
1.21, TA
1.3900000000000001, DHA
1.87, GHE
2.0000000000000004, TA
2.16, GA
2.3000000000000003, GHI
2.4400000000000004, NA
2.58, GA
2.7300000000000004, DHI
2.8400000000000003, NA
3.0100000000000002, DHI
3.14, NA
3.2700000000000005, GE
3.4200000000000004, NA
3.5700000000000003, GHI
3.72, NA
3.89, DHA
4.180000000000001, DHA
4.46, GHI
4.57, NA
4.75, DHA
5.050000000000001, GHI
5.180000000000001, NA
5.3500000000000005, DHA
5.470000000000001, TRA
5.61, KA
5.7700000000000005, DHI
5.87, KI
6.010000000000001, TA
6.17, GHI
6.3100000000000005, NA
6.44, TII
6.61, NA
6.720000000000001, KI
6.86, NA
7.0, GHI
7.15, NA
7.2700000000000005, GA
7.4, TIN
7.71, NA
7.840000000000001, TAA
8.0, KE
8.14, TI
8.280000000000001, RA
8.43, KI
8.57, TA
8.71, TAA
8.860000000000001, KE
8.99, TI
9.120000000000001, TA
9.27, TAA
9.38, KE
9.55, TRA
9.65, KA
9.8, TII
9.940000000000001, NA
10.08, KI
10.21, NA
10.360000000000001, GHI
10.47, NA
10.63, DHA
10.92, DHA
11.21, GHI
11.32, NA
11.47, DHA
11.790000000000001, GHI
11.89, NA
12.05, DHA
12.18, TRA
12.31, KA
12.440000000000001, DHI
12.58, KI
12.700000000000001, TA
12.85, GHI
12.97, NA
13.110000000000001, DHI
13.24, NA
13.38, GE
13.49, NA
13.65, DHA
13.82, GE
13.92, TA
14.040000000000001, TIT
14.48, DHA
14.64, GE
14.75, NA
14.89, DHA
15.38, GHE
15.520000000000001, TA
15.67, GA
15.83, GHI
15.940000000000001, NA
16.099999999999998, GA
16.22, DHI
16.36, NA
16.509999999999998, DHI
16.639999999999997, NA
16.79, GE
16.939999999999998, NA
17.06, GHI
17.169999999999998, NA
17.34, DHA
17.64, DHA
17.93, GHI
18.009999999999998, NA
18.209999999999997, DHA
18.49, GHI
18.59, NA
18.75, DHA
18.88, TRA
19.02, KA
19.169999999999998, DHI
19.259999999999998, KI
19.38, TA
19.54, GHI
19.799999999999997, NA
19.83, TI
19.95, NA
20.07, KI
20.2, NA
20.349999999999998, GHI
20.48, NA
20.61, GA
20.74, TIN
21.049999999999997, NA
21.189999999999998, TAA
21.34, KE
21.48, TI
21.61, RA
21.77, KI
21.89, TA
22.029999999999998, TAA
22.18, KE
22.31, TI
22.43, TA
22.57, TAA
22.72, KE
22.849999999999998, TRA
22.98, KA
23.11, TII
23.24, NA
23.38, KI
23.52, NA
23.68, GHI
23.79, NA
23.939999999999998, DHA
24.24, DHA
24.529999999999998, GHI
24.64, NA
24.81, DHA
25.09, GHI
25.189999999999998, NA
25.36, DHA
25.49, TRA
25.61, KA
25.779999999999998, DHI
25.9, KI
26.009999999999998, TA
26.169999999999998, GHI
26.279999999999998, NA
26.419999999999998, DHI
26.56, NA
26.689999999999998, GE
26.82, NA
26.95, DHA
27.13, GE
27.25, TA
27.36, TIT
27.77, DHA
27.93, GE
28.04, TA
28.2, DHA
28.66, DHA
28.8, GE
28.91, TA
29.029999999999998, TIT
29.45, DHA
29.61, GE
29.73, TA
29.869999999999997, DHA
30.29, DHA
30.48, GE
30.56, TA
30.689999999999998, TIT
31.14, DHA
31.259999999999998, GE
31.38, TA
31.5, DHA
31.93, GHE
32.06, TA
32.2, GA
32.35, GHI
32.480000000000004, NA
32.620000000000005, GA
32.74, DHI
32.84, NA
33.03, DHI
33.14, NA
33.29, GE
33.400000000000006, NA
33.550000000000004, GHI
33.67, NA
33.800000000000004, GA
33.92, TIN
34.220000000000006, NA
34.35, TAA
34.5, GE
34.63, TI
34.77, RA
34.900000000000006, KI
35.03, TA
35.160000000000004, TAA
35.300000000000004, GE
35.42, TI
35.540000000000006, TA
35.68, TAA
35.800000000000004, GE
35.940000000000005, TRA
36.06, KA
36.190000000000005, TII
36.330000000000005, NA
36.45, KI
36.71, NA
36.86, TAA
36.88, KA
37.0, GHI
37.120000000000005, DI
37.36, NA
37.52, DHA
37.790000000000006, DHIN
38.040000000000006, NA
38.300000000000004, DHA
38.63, TIN
38.910000000000004, NA
39.21, DHE
39.35, RE
39.480000000000004, DHE
39.61, RE
39.74, KI
39.86, TA
